timestamp,open,high,low,close,volume
2024-01-01 00:00:00,20012.188683190176,20029.740911490695,20008.297826668593,20047.06840770603,80.85164871325674
2024-01-01 00:15:00,19970.589318940558,20010.279920703626,19934.7960116848,19962.383217827668,26.565243891550324
2024-01-01 00:30:00,20000.607366772816,20031.57975330436,19973.581634242055,20022.01109532021,33.05243992907964
2024-01-01 00:45:00,20038.229955428465,20060.431244383486,20021.350532776498,20034.097210317617,69.58119532474295
2024-01-01 01:00:00,19960.18854788231,19981.21642528763,19956.26325802952,20010.485331024935,20.54669478094538
2024-01-01 01:15:00,19908.10136760782,19941.71707109093,19882.77723409301,19912.538136777282,24.21796748963134
2024-01-01 01:30:00,19913.21498373451,19937.145369213482,19888.498275259677,19913.239456834897,82.15022672503272
2024-01-01 01:45:00,19900.565280040766,19914.068954074377,19900.275394019227,19907.20936251126,43.574798994183155
2024-01-01 02:00:00,19899.893233740593,19916.521254445823,19887.10654972812,19913.662259227494,14.506349052890226
2024-01-01 02:15:00,19865.771476637652,19873.057832189126,19835.328706894805,19897.64109277627,95.33372272521592
2024-01-01 02:30:00,19900.947395632164,19939.13813281365,19866.53894219074,19930.24342190739,92.04844652362196
2024-01-01 02:45:00,19932.059073049324,19958.058702490267,19921.94416221565,19892.467494332526,71.07977753486011
2024-01-01 03:00:00,19934.700300951772,19950.591064725046,19916.903584411793,19929.305746968254,61.7842463157936
2024-01-01 03:15:00,19979.789949230493,19994.170919368724,19948.901520210176,19967.23921908216,15.232296309595334
2024-01-01 03:30:00,19998.490322920574,20034.76727695416,19974.633381576044,20013.70356872924,39.55572738902285
2024-01-01 03:45:00,19964.118624405244,19978.505389316768,19950.016253705086,19952.518738190847,27.591170630187413
2024-01-01 04:00:00,19978.868655768543,20009.091281536977,19940.045787242463,20018.83316690957,18.471392513011764
2024-01-01 04:15:00,19940.513351735386,19973.831011280065,19920.16124582982,19923.627055046254,72.2180059157605
2024-01-01 04:30:00,19975.651363787674,20011.9990725589,19950.638883788186,19946.0794072577,98.20219921399645
2024-01-01 04:45:00,19973.654327348224,19988.55674491811,19953.53545127384,19977.2893795845,36.21424449056666
2024-01-01 05:00:00,19966.259832806416,19996.8212644233,19961.12585918695,19981.351804677077,38.60601527902489
