entry_index,entry_time,exit_index,exit_time,direction,pnl_pct,pnl_value,balance,exit_reason,trade_capital
220,2024-01-01 18:20:00,226,2024-01-01 18:50:00,short,-0.04907619397114198,-49076.193971141984,999950923.9863337,strategy_exit,1000000.0
230,2024-01-01 19:10:00,234,2024-01-01 19:30:00,short,-0.0110234077428439,-11023.4077428439,999939901.1476681,strategy_exit,1000000.0
251,2024-01-01 20:55:00,252,2024-01-01 21:00:00,short,-0.04046511533861895,-40465.11533861895,999899438.6100881,strategy_exit,1000000.0
257,2024-01-01 21:25:00,265,2024-01-01 22:05:00,short,0.005875987850125248,5875.987850125248,999905313.9675407,strategy_exit,1000000.0
277,2024-01-01 23:05:00,279,2024-01-01 23:15:00,short,-0.03189461235331174,-31894.61235331174,999873422.4867297,strategy_exit,1000000.0
331,2024-01-02 03:35:00,333,2024-01-02 03:45:00,long,-0.02348999970270759,-23489.99970270759,999849935.538283,strategy_exit,1000000.0
337,2024-01-02 04:05:00,341,2024-01-02 04:25:00,long,-0.006483344225192241,-6483.344225192241,999843453.1769092,strategy_exit,1000000.0
344,2024-01-02 04:40:00,346,2024-01-02 04:50:00,long,-0.05993037033074838,-59930.370330748374,999783532.412174,strategy_exit,1000000.0
349,2024-01-02 05:05:00,357,2024-01-02 05:45:00,long,0.0365122782103445,36512.2782103445,999820036.6246455,strategy_exit,1000000.0
387,2024-01-02 08:15:00,390,2024-01-02 08:30:00,long,-0.0702771529838117,-70277.1529838117,999749772.3840363,strategy_exit,1000000.0
393,2024-01-02 08:45:00,401,2024-01-02 09:25:00,long,0.048306900684968054,48306.90068496805,999798066.9878255,strategy_exit,1000000.0
519,2024-01-02 19:15:00,524,2024-01-02 19:40:00,short,-0.013978767368601208,-13978.767368601208,999784091.0831385,strategy_exit,1000000.0
555,2024-01-02 22:15:00,562,2024-01-02 22:50:00,short,0.07123859175516876,71238.59175516876,999855313.992957,strategy_exit,1000000.0
625,2024-01-03 04:05:00,631,2024-01-03 04:35:00,short,-0.03467247364489967,-34672.47364489967,999820646.658606,strategy_exit,1000000.0
634,2024-01-03 04:50:00,639,2024-01-03 05:15:00,short,0.0004819975634213018,481.99756342130183,999821128.5517967,strategy_exit,1000000.0
647,2024-01-03 05:55:00,650,2024-01-03 06:10:00,short,-0.0340365420336426,-34036.542033642596,999787098.2180533,strategy_exit,1000000.0
654,2024-01-03 06:30:00,659,2024-01-03 06:55:00,short,-0.0436754702854817,-43675.4702854817,999743432.2050214,strategy_exit,1000000.0
